"tipo_alteracao";"categoria_alteracao";"natureza_campo";"num_convenio";"cod_saci";"campo";"valor_anterior";"valor_atual"
"entrou";"novo_registro";"novo_registro";"7AAAMR";"1-2201745";"vlr_repasse_saci";"";"565200.0"
"entrou";"novo_registro";"novo_registro";"7AAAMS";"1-2200354";"vlr_repasse_saci";"";"6660882.0"
"entrou";"novo_registro";"novo_registro";"7AAAMV";"1-2159170";"vlr_repasse_saci";"";"12707109.0"
"alterado";"dados_e_derivados";"dados_origem";"964480";"1-1989406";"dte_publicacao_licitacao_tgov";"";"2026-01-14"
"alterado";"dados_e_derivados";"dados_origem";"964480";"1-1989406";"dte_homologacao_licitacao_tgov";"";"2026-05-27"
"alterado";"dados_e_derivados";"derivado_regra";"964480";"1-1989406";"flag_publicacao_licitacao_calc";"NAO";"SIM"
"alterado";"dados_e_derivados";"derivado_regra";"964480";"1-1989406";"flag_homologacao_licitacao_calc";"NAO";"SIM"
"alterado";"dados_e_derivados";"derivado_regra";"964480";"1-1989406";"ultima_data_relevante_calc";"2025-09-12";"2026-05-27"
"alterado";"dados_e_derivados";"derivado_regra";"964480";"1-1989406";"fase_atual_calc";"LAE";"HOMOLOGACAO"
"alterado";"dados_e_derivados";"derivado_regra";"964480";"1-1989406";"dias_ate_publicacao_calc";"";"124"
"alterado";"dados_e_derivados";"derivado_regra";"964480";"1-1989406";"dias_publicacao_ate_homologacao_calc";"";"133"
"alterado";"dados_e_derivados";"dados_origem";"964483";"1-1982978";"dte_homologacao_licitacao_tgov";"2026-05-20";"2026-04-15"
"alterado";"dados_e_derivados";"derivado_regra";"964483";"1-1982978";"ultima_data_relevante_calc";"2026-05-20";"2026-04-15"
"alterado";"dados_e_derivados";"derivado_regra";"964483";"1-1982978";"dias_publicacao_ate_homologacao_calc";"72";"37"
"alterado";"dados_e_derivados";"dados_origem";"964738";"1-1990136";"dte_aio_tdb";"";"2026-06-17"
"alterado";"dados_e_derivados";"derivado_regra";"964738";"1-1990136";"ultima_data_relevante_calc";"2026-06-10";"2026-06-17"
"alterado";"dados_e_derivados";"derivado_regra";"964738";"1-1990136";"fase_atual_calc";"VRPL";"AIO"
"alterado";"dados_e_derivados";"derivado_regra";"964738";"1-1990136";"dias_vrpl_ate_aio_calc";"";"7"
"alterado";"dados_e_derivados";"derivado_tempo";"964738";"1-1990136";"prazo_inicio_obra_calc";"";"2026-07-01"
"alterado";"dados_e_derivados";"derivado_tempo";"964738";"1-1990136";"status_inicio_obra_calc";"";"Próximos 10 dias úteis"
"alterado";"dados_e_derivados";"dados_origem";"964750";"1-1986935";"dte_publicacao_licitacao_tgov";"";"2025-09-05"
"alterado";"dados_e_derivados";"dados_origem";"964750";"1-1986935";"dte_homologacao_licitacao_tgov";"";"2026-06-03"
"alterado";"dados_e_derivados";"derivado_regra";"964750";"1-1986935";"flag_publicacao_licitacao_calc";"NAO";"SIM"
"alterado";"dados_e_derivados";"derivado_regra";"964750";"1-1986935";"flag_homologacao_licitacao_calc";"NAO";"SIM"
"alterado";"dados_e_derivados";"derivado_regra";"964750";"1-1986935";"ultima_data_relevante_calc";"2024-10-16";"2026-06-03"
